subject,activity,window_id,stress_level,binary_stress,confidence,reasoning
9txq,Baseline,6,6.0,1,0.95,"The individual displays a moderate level of stress through a combination of facial cues, including slightly furrowed brows and pressed lips. Their eyes are partially closed and the mouth is slightly open, indicating tension. While there is no clear evidence of extreme distress, the subtle facial tension and slight deviation from a relaxed posture suggest an elevated stress response."
9txq,Baseline,7,5.0,1,0.85,"The individual exhibits moderate stress through subtle facial tension, slightly furrowed brows, and a relaxed but tense mouth. There is a slight increase in micro-movements, such as subtle jaw tension and slight blinking, which are consistent with heightened arousal. The overall expression and posture suggest an intermediate level of stress, without overt signs of extreme anxiety or panic."
9txq,Breathing,30,6.0,1,0.95,"The individual displays a consistent expression of mild stress, characterized by a neutral but slightly tense facial expression, subtle furrowing of the brow, and a slight tension in the jaw. The eyes remain relatively still, with no significant blinking or gaze aversion, suggesting a low level of anxiety. However, the overall posture and minimal movement, such as slight head tilt and a barely perceptible tension in the neck, indicate an ongoing state of stress, consistent with a moderate level of arousal."
9txq,Breathing,23,7.0,1,0.95,"The individual exhibits a consistent, tense facial expression with slightly furrowed brows and a neutral to downturned mouth, indicative of stress. Their eyes are directed straight ahead with minimal blinking, suggesting focus but also potential anxiety. The posture appears upright but slightly rigid, with no visible fidgeting or self-soothing behaviors, which aligns with high stress levels."
9txq,Breathing,25,7.0,1,0.95,"The individual exhibits a high stress level through visible signs such as a tense facial expression, slightly furrowed brows, and a rigid posture. These cues are consistent across the frames, indicating ongoing stress, and are strongly supported by the absence of any relaxed or neutral expressions."
9txq,Breathing,14,6.0,1,0.95,"The individual exhibits a consistent, subtle stress response, including a neutral-to-slightly-tense facial expression, slight jaw tension, and a relaxed but focused gaze. These cues are indicative of moderate psychological stress, with no overt signs of panic or extreme anxiety, but a clear state of heightened alertness."
9txq,Breathing,13,6.0,1,0.95,"The individual exhibits a subtle but consistent facial expression with slightly furrowed brows and a neutral mouth, indicating mild stress. Their gaze remains fixed and unchanging, suggesting a lack of engagement or distraction. The overall posture is upright but lacks dynamic movement, which is typical of a person under mild stress. These cues, combined with the absence of fidgeting or self-soothing behaviors, point to a moderate level of stress."
9txq,Breathing,16,7.0,1,0.95,"The individual displays a high level of stress through a furrowed brow, tight lips, and a rigid posture, consistent with heightened anxiety. These cues are strongly associated with emotional distress and are observed across multiple frames."
9txq,Breathing,5,7.0,1,0.95,"The individual displays a high stress level through a combination of facial cues, including a furrowed brow and slightly pressed lips, as well as a rigid posture. These indicators are consistent with significant psychological strain, suggesting a high level of stress during the task."
9txq,Breathing,4,5.0,1,0.95,"The individual displays a subtle but consistent facial expression with slightly furrowed brows and a neutral mouth, indicative of mild stress. Their gaze remains steady but lacks engagement, and there is no significant movement or fidgeting, suggesting a state of moderate tension rather than extreme anxiety or relaxation."
9txq,Breathing,11,6.0,1,0.95,"The individual displays a consistent expression of mild stress, with slightly furrowed brows and a neutral, tense mouth. Their gaze is steady but shows minimal eye contact, suggesting mental engagement with a potentially challenging task. There is no visible fidgeting or self-soothing behavior, but the overall posture and facial tension indicate moderate stress."
9txq,Breathing,34,6.0,1,0.95,"The individual displays a moderate level of stress through subtle facial cues, including a slightly furrowed brow and a tense jaw. Their eyes are directed forward with a neutral expression, but there is no sign of rapid blinking or significant eye widening. The posture remains upright but shows no overt fidgeting or self-soothing behaviors, suggesting a high but controlled level of stress. The overall appearance indicates a focused, tense state consistent with moderate stress."
9txq,Breathing,15,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a neutral but tense facial expression with slightly furrowed brows and a firm jaw. There is no significant eye movement or body language suggesting extreme stress, but the overall demeanor suggests concentration and slight anxiety."
9txq,Breathing,8,5.0,1,0.95,"The individual displays a consistent expression of mild stress, with slightly furrowed brows and a neutral to slightly tense facial expression. The eyes are directed forward with minimal blinking, and the posture appears upright but relaxed, without significant fidgeting or self-soothing behaviors. The overall impression is one of focused concentration with low emotional arousal, which is consistent with moderate stress."
9txq,Breathing,22,7.0,1,0.95,"The individual displays a consistent expression of intense concentration with slightly furrowed brows and a tight jaw, indicative of high stress. Their gaze is fixed and unblinking, suggesting mental strain. There is no visible fidgeting or self-soothing behavior, and their posture appears rigid, further supporting a high-stress state."
9txq,Breathing,3,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a neutral but slightly tense facial expression, subtle tension in the jaw, and a lack of eye contact. These cues suggest ongoing mental strain without overt signs of panic or extreme anxiety."
9txq,Breathing,32,6.0,1,0.95,"The individual displays a moderate level of stress, indicated by a slightly furrowed brow and a neutral-to-pressed expression. Their eyes are focused but not showing signs of rapid blinking or wide-eyed anxiety. The posture is upright but slightly tense, and there is no visible fidgeting or self-soothing behavior. These cues suggest ongoing cognitive load and mild stress, consistent with a task requiring concentration and emotional regulation."
9txq,Breathing,19,6.0,1,0.95,"The individual exhibits a subtle but consistent facial expression of tension, with slightly furrowed brows and a neutral, slightly downturned mouth. Their gaze is directed forward but appears fixed and unresponsive, suggesting mental engagement or stress. There is no significant eye blinking or head movement, but the lack of relaxation in facial muscles and the neutral posture indicate moderate stress."
9txq,Breathing,21,7.0,1,0.95,"The individual displays a high stress level through visible facial cues such as a furrowed brow, pressed lips, and a tense jaw, indicating significant psychological strain. These features, combined with a rigid posture and minimal eye movement, are consistent with a state of heightened stress or anxiety."
9txq,Breathing,20,6.0,1,0.95,"The individual displays a consistent expression of mild stress, characterized by a neutral-to-slightly furrowed brow and a closed mouth. Their eyes are directed forward with minimal blinking, suggesting focused attention but also a hint of tension. The posture is upright but relaxed, with no visible signs of fidgeting or self-soothing behaviors, indicating a moderate level of psychological arousal."
9txq,Breathing,33,7.0,1,0.95,"The individual displays a high stress level through a furrowed brow, pressed lips, and a rigid posture, which are consistent indicators of anxiety. These cues are reinforced by the lack of eye contact and subtle micro-expressions of tension."
9txq,Breathing,2,6.0,1,0.95,"The individual displays consistent signs of stress, including a neutral but slightly tense facial expression, subtle brow tension, and a lack of eye contact. These cues, combined with the static posture and minimal movement, suggest ongoing mental strain. The facial features and lack of relaxation indicate a moderate level of stress, which is supported by the visual evidence."
9txq,Breathing,24,6.0,1,0.95,"The individual displays a consistent, subtle expression of tension, with slightly furrowed brows and a neutral mouth. The eyes are directed forward but appear slightly narrowed, indicating mental focus or mild stress. There is no significant movement, but the overall posture is upright and alert, suggesting a moderate level of stress rather than extreme anxiety."
9txq,Breathing,0,6.0,1,0.85,"The individual displays a moderate level of stress through subtle facial cues, including a slightly furrowed brow and tense facial muscles. There is a slight tension in the jaw and a neutral gaze, suggesting ongoing mental effort. These cues, combined with minimal eye movement, indicate an intermediate state of stress, consistent with a focused but anxious task."
9txq,Breathing,10,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a slightly furrowed brow and a neutral expression. Their eyes appear focused but slightly narrowed, suggesting concentration with possible tension. The posture is upright but the face shows subtle signs of strain, such as a slight tension in the jaw, which aligns with moderate stress levels."
9txq,Breathing,1,4.0,0,0.95,"The individual exhibits a neutral facial expression with no clear signs of stress, but subtle tension in the jaw and slight brow contour suggest mild stress. There is no visible fidgeting or body language indicative of high stress, and the gaze is steady, indicating focus rather than anxiety. The overall impression is moderate stress, consistent with a task requiring concentration."
9txq,Breathing,28,6.0,1,0.95,"The individual displays a moderate level of stress through a furrowed brow, slightly parted lips, and a tense facial expression. There is minimal eye movement, but the overall posture and facial tension suggest ongoing mental strain, consistent with a high stress level."
9txq,Breathing,9,7.0,1,0.95,"The individual displays a consistent, tense facial expression with slightly furrowed brows and a neutral but tight mouth, indicating stress. Their gaze is directed forward without blinking, suggesting a lack of relaxation. The posture appears rigid, and there is no visible fidgeting or self-soothing behavior, which further supports the assessment of high stress."
9txq,Breathing,35,6.0,1,0.95,"The individual displays a moderate level of stress, evidenced by a slightly furrowed brow, a neutral but tense facial expression, and subtle signs of tension in the neck and shoulders. While the eyes are mostly directed forward, there is a lack of blinking and a neutral gaze, which suggests a state of alertness or mild anxiety rather than intense fear. The posture appears upright but with a slight forward lean, which could indicate concentration or mild stress. The lack of significant body movements or fidgeting further supports a moderate stress response."
9txq,Breathing,6,6.0,1,0.95,"The individual exhibits a moderate level of stress through subtle facial cues such as slightly furrowed brows and a tense jawline, along with a neutral yet focused gaze. These indicators suggest ongoing cognitive load and potential anxiety, consistent with a moderate stress response."
9txq,Breathing,29,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a neutral but tense facial expression, slightly furrowed brows, and a relaxed but slightly rigid posture. There is no significant eye movement or fidgeting, but the facial tension suggests ongoing mental strain."
9txq,Breathing,12,5.0,1,0.95,"The individual displays a consistent, subtle expression of mild stress, with slightly furrowed brows and a neutral-to-pressed facial expression. There is no significant eye movement or body language indicating high stress, but the overall demeanor suggests an internal state of mild tension, which is reflected in the observed stress level."
9txq,Breathing,26,7.0,1,0.95,"The individual exhibits a high stress level based on visible facial cues, including a slightly furrowed brow and pressed lips, which are indicative of anxiety. The eyes appear slightly narrowed and the posture is tense, suggesting heightened psychological stress during the task."
9txq,Breathing,18,7.0,1,0.95,"The individual displays a high stress level through sustained facial tension, furrowed brows, and a tense jaw, indicating significant psychological strain. Their eyes are narrowed and they maintain a fixed gaze, suggesting mental rigidity and heightened anxiety, which are strong indicators of stress."
9txq,Breathing,7,6.0,1,0.95,"The individual displays a moderate level of stress through subtle facial cues, including a slightly furrowed brow and a neutral but tense mouth. Their gaze is directed forward with minimal blinking, suggesting concentration, but there is no clear sign of fidgeting or self-soothing behaviors. The overall posture appears neutral, but the facial expression and lack of relaxation suggest heightened cognitive load or anxiety."
9txq,Breathing,17,6.0,1,0.95,"The individual exhibits a neutral expression with slightly furrowed brows and a tight jaw, suggesting mild stress. Their gaze is fixed and there is no significant eye movement, indicating focus but also potential anxiety. The posture is upright but lacks relaxation, and there is no visible self-soothing behavior, which supports a moderate stress level."
9txq,Breathing,27,6.0,1,0.95,"The individual displays a consistent expression of concern, with a slightly furrowed brow and a neutral but tense mouth. Their gaze is directed forward but lacks engagement, suggesting mental strain. The posture remains upright but the subtle tension in the facial muscles and lack of movement suggest ongoing stress."
9txq,Breathing,31,6.0,1,0.95,"The individual displays a moderate level of stress through subtle facial cues such as a slightly furrowed brow and tense facial muscles. There is no significant eye movement or body language indicating high stress, but the facial expression and posture suggest a state of heightened alertness or concentration, consistent with moderate stress."
9txq,Speaking,5,6.0,1,0.85,"The individual displays moderate stress through a furrowed brow, slightly parted lips, and a subtle tightening of the jaw. Their eyes are directed away from the camera, suggesting avoidance, and there is a slight tension in the facial muscles. These cues, combined with minimal fidgeting, indicate a moderate level of stress."
9txq,Speaking,4,7.0,1,0.95,"The individual displays high stress through a combination of facial cues, including a furrowed brow, tense jaw, and a slightly open mouth suggesting anxiety. Their eyes are wide and darting, indicating heightened arousal and potential cognitive load. The subtle fidgeting and slight head movements further support a state of stress and mental strain."
9txq,Speaking,11,3.0,0,0.85,"The individual displays subtle signs of stress, including a slightly furrowed brow and a relaxed but engaged facial expression. There is no strong evidence of rapid blinking or wide eyes, and the posture appears neutral. The most notable cue is a slight upward tilt of the head and a slight smile, which may suggest mild anxiety or discomfort rather than high stress."
9txq,Speaking,8,7.0,1,0.95,"The individual displays a consistent pattern of high stress indicators: pronounced furrowed brows, a tense jaw, and a downward gaze. These cues are strongly associated with heightened anxiety and cognitive load, suggesting a significant stress response during the task."
9txq,Speaking,3,6.0,1,0.95,"The individual displays consistent signs of stress, including a furrowed brow, pressed lips, and a tense facial expression. Their gaze shifts away from the camera and their head tilts slightly, indicating cognitive strain and potential anxiety. These cues, combined with subtle facial tension and a slight fidgeting, are indicative of high stress levels."
9txq,Speaking,2,5.0,1,0.95,"The individual displays consistent signs of stress, including a furrowed brow, slightly parted lips, and a subtle tightening of the jaw. These facial cues, combined with a slight downward gaze and minimal eye movement, suggest an anxious or tense state. The overall posture is relaxed, but the facial expression and micro-movements indicate high stress levels."
9txq,Speaking,0,3.0,0,0.85,"The individual displays a slight smile and relaxed facial features, indicating low stress. However, there is a subtle tension in the jaw and slight upward gaze, which may suggest mild engagement or mild anxiety. The overall demeanor is calm but not relaxed, aligning with a moderate stress level."
9txq,Speaking,10,3.0,0,0.85,"The individual exhibits a subtle smile with relaxed facial muscles, suggesting low stress. However, there is a slight tension in the jaw and subtle micro-movements, indicating moderate stress. The gaze is directed slightly away, which may reflect distraction or internal focus rather than high anxiety."
9txq,Speaking,1,5.0,1,0.85,"The individual displays subtle signs of stress, including a slight furrow of the brow and a closed mouth, which are common indicators of cognitive strain. Their eyes are directed downward, suggesting a lack of engagement or concentration, and the facial muscles appear tense. These cues collectively suggest moderate stress, consistent with the observed behavioral patterns."
9txq,Speaking,9,5.0,1,0.85,"The individual displays signs of stress, including a slightly furrowed brow and a tense facial expression. Their eyes are directed away from the camera, suggesting distraction or anxiety, and their mouth is slightly parted, indicating a state of mild tension. These cues, combined with the lack of relaxed body language, are consistent with moderate stress."
9txq,Speaking,6,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by subtle facial tension and slight furrowing of the brow. Their eyes are slightly narrowed and their mouth is slightly open, suggesting cognitive load or discomfort. There is minimal fidgeting, but the overall posture and facial expression convey a state of mild anxiety or concentration."
9txq,Speaking,7,6.0,1,0.85,"The individual displays a moderate level of stress through subtle facial cues such as slightly furrowed brows and a tense jaw. Their eyes are mostly directed downward, indicating a lack of engagement and potential anxiety. The overall posture appears relaxed but with slight tension in the facial muscles, consistent with moderate stress."
9txq,Counting1,5,5.0,1,0.95,"The individual displays a consistent expression of mild stress, characterized by slightly furrowed brows and a subtle tightening of the jaw. Their gaze is directed downward and their lips are slightly parted, which are common indicators of anxiety or concentration. The lack of significant movement or facial tension further suggests a moderate level of stress rather than acute or severe anxiety."
9txq,Counting1,4,3.0,0,0.85,"The individual exhibits mild facial tension with slightly furrowed brows and a subtle tightening of the jaw, indicative of moderate stress. Their eyes are directed away from the camera, showing a slight gaze aversion, which is a common behavioral cue of discomfort or anxiety. The overall expression is not aggressive or fearful, but the combination of subtle tension and avoidance suggests a moderate level of stress."
9txq,Counting1,11,4.0,0,0.85,"The individual exhibits a moderate level of stress, indicated by subtle facial tension and a slight furrow in the brow. Their eyes are directed away from the camera, suggesting avoidance or distraction, and their mouth is slightly parted, which may reflect anxiety. These cues are consistent with a moderate stress response."
9txq,Counting1,8,4.0,0,0.85,"The individual displays subtle signs of stress, including a slightly furrowed brow and a neutral-to-soft expression. There is no clear evidence of rapid blinking, wide eyes, or flared nostrils, which would suggest high stress. However, the lack of a relaxed posture and the slight tension in the facial muscles indicate moderate stress, consistent with a 4 on a 10-point scale."
9txq,Counting1,3,4.0,0,0.95,"The individual displays a moderate level of stress, indicated by subtle facial tension and slight jaw tension. Their eyes are slightly narrowed and their gaze is directed away from the camera, suggesting avoidance or discomfort. The facial expressions are not extreme, but the combination of these cues points to a moderate stress response."
9txq,Counting1,2,5.0,1,0.85,"The individual displays a moderate level of stress, indicated by subtle facial muscle tension and a slight furrowed brow. Their eyes are slightly narrowed and they appear to be looking away from the camera, which may suggest cognitive load or anxiety. The overall expression is tense but not overtly distressed."
9txq,Counting1,0,6.0,1,0.95,"The individual displays a moderate level of stress through subtle facial cues such as a slight furrowed brow and relaxed but tense facial muscles. Their eyes show slight upward gaze and minimal blinking, indicating a state of heightened attention or mild anxiety. The overall posture is neutral, with no visible signs of extreme tension or self-soothing behaviors, but the facial expressions and subtle eye movements suggest a moderate stress response."
9txq,Counting1,10,5.0,1,0.85,"The individual displays a consistent expression of mild stress, with slightly furrowed brows and a subtle tightening of the jaw. Their eyes are directed away from the camera, indicating a lack of engagement and potential anxiety. The overall posture is relaxed, but the facial cues suggest a moderate level of stress."
9txq,Counting1,1,5.0,1,0.95,"The individual exhibits a consistent upward gaze and slight smiling, suggesting a positive emotional state. However, the facial muscles are slightly tense, and the lips are slightly parted, which may indicate mild stress. The lack of visible fidgeting or self-soothing behaviors further supports a moderate level of stress."
9txq,Counting1,9,6.0,1,0.85,"The individual displays a moderate level of stress, indicated by slightly furrowed brows and a subtle tightening of the jaw. Their gaze is directed away from the camera, suggesting avoidance or distraction, and their facial expression is tense, consistent with high stress. The slight fidgeting and lack of relaxed posture further support this assessment."
9txq,Counting1,6,5.0,1,0.85,"The individual displays a subtle furrowed brow and slightly pressed lips, indicative of mild stress. Their eyes are directed downward, and their facial muscles appear tense, suggesting concentration or anxiety. These cues, combined with a relaxed but attentive posture, suggest moderate stress rather than extreme levels."
9txq,Counting1,7,6.0,1,0.95,"The individual displays moderate stress through a furrowed brow, slightly pressed lips, and subtle eye tension. There is a slight shift in gaze and a hint of micro-expressions indicating cognitive strain, consistent with high stress levels."
9txq,Relax,23,6.0,1,0.85,"The individual exhibits a moderate level of stress, indicated by subtle facial tension and a slightly furrowed brow. Their gaze remains fixed, with minimal eye movement, suggesting mental focus or anxiety. The posture is upright but not rigid, and there is no clear sign of self-soothing behaviors like touching the face. Overall, the combination of facial cues and body language points to a moderate stress response."
9txq,Relax,25,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a slightly furrowed brow, a neutral but tense facial expression, and a rigid posture. These cues suggest ongoing mental strain, consistent with a task that is challenging or emotionally taxing."
9txq,Relax,14,7.0,1,0.95,"The individual displays a consistent pattern of facial tension, including furrowed brows and pressed lips, which are strong indicators of stress. The expression remains unchanged across the frames, suggesting a sustained emotional state. The lack of movement in the body and the slight tightening of facial muscles further support the assessment of high stress."
9txq,Relax,13,6.0,1,0.95,"The individual displays a consistent, tense facial expression with furrowed brows and a neutral to slightly downturned mouth, indicative of stress. Their eyes are directed forward with a slight, unblinking stare, and there is no visible fidgeting or self-soothing behavior. The rigid posture and lack of eye contact suggest heightened arousal and concentration, consistent with a moderate level of stress."
9txq,Relax,16,5.0,1,0.95,"The individual exhibits a consistent expression of mild stress, characterized by a slightly furrowed brow and a neutral, slightly tense mouth. There is no significant eye movement or fidgeting, but the facial muscle tension suggests a moderate level of psychological stress. The overall posture is upright but not rigid, indicating a state of alertness rather than distress."
9txq,Relax,5,6.0,1,0.95,"The individual exhibits a consistent expression of mild stress, characterized by slightly furrowed brows and a neutral, slightly tense mouth. There is no significant eye movement or fidgeting, but the facial muscle tension suggests ongoing mental strain. The posture is upright but not rigid, indicating a moderate level of psychological arousal."
9txq,Relax,4,3.0,0,0.85,"The individual displays a subtle, neutral facial expression with slightly furrowed brows and a closed mouth, which could indicate mild stress. There is no clear sign of rapid blinking or wide eyes, and the posture remains relaxed. The lack of fidgeting and minimal self-soothing behaviors suggests low to moderate stress, aligning with a stress level of 3."
9txq,Relax,11,7.0,1,0.95,"The individual exhibits a high stress level based on a furrowed brow, slightly parted lips, and a tense facial expression. Their gaze is directed downward and their eyes appear slightly narrowed, suggesting concentration or anxiety. The overall posture is neutral, but the subtle facial tension indicates significant psychological stress."
9txq,Relax,15,4.0,0,0.85,"The individual exhibits subtle signs of stress, including a slight furrow of the brow and a neutral but slightly tense facial expression. There is no clear evidence of rapid eye blinking or wide eyes, but the overall posture appears relaxed. The lack of fidgeting and self-soothing behaviors suggests low immediate stress, but the facial cues indicate a moderate level of arousal, consistent with a moderate stress level."
9txq,Relax,8,6.0,1,0.95,"The individual displays a moderate level of stress through a combination of subtle facial cues, including slightly furrowed brows and a tense jaw. Their eyes are directed forward with a neutral gaze, but there is no significant eye movement or blinking, suggesting a state of heightened attention or mild anxiety. The posture is upright but not rigid, and there is no visible self-soothing behavior such as touching the face. These cues collectively indicate a moderate stress level, consistent with a task that requires concentration or is perceived as challenging."
9txq,Relax,22,6.0,1,0.95,"The individual displays a consistent expression of mild stress, with slightly furrowed brows and a neutral, tense mouth. Their gaze is fixed and unresponsive, indicating potential cognitive load or anxiety. There is no visible fidgeting or self-soothing behavior, and the posture remains rigid, which further supports a moderate stress response."
9txq,Relax,3,3.0,0,0.85,"The individual displays a subtle, closed-mouth smile and slight brow tension, indicating mild stress. There is no significant eye movement or body language suggesting high arousal, but the facial expression is not relaxed, suggesting moderate stress."
9txq,Relax,19,6.0,1,0.95,"The individual exhibits a consistent expression of mild to moderate stress, with slightly furrowed brows and a neutral to slightly tense facial expression. There is no significant eye movement or body language indicating high stress, but the facial cues suggest a moderate level of psychological tension, which aligns with a stress level of 6."
9txq,Relax,21,6.0,1,0.95,"The individual displays a moderate level of stress, indicated by slightly furrowed brows and a neutral but tense facial expression. There is no significant eye movement or body language suggesting high stress, but the facial cues suggest concentration and mild tension, consistent with a task requiring focus and effort."
9txq,Relax,20,7.0,1,0.95,"The individual exhibits a high level of stress through a combination of facial cues, including a slightly furrowed brow and a tense jaw. Their eyes appear slightly narrowed, and there is a subtle tension in the facial muscles, consistent with anxiety. The overall posture is upright but with a slight forward lean, indicating engagement with a task, yet the combination of these cues points to a moderate to high stress state."
9txq,Relax,2,6.0,1,0.95,"The individual displays a subtle but consistent smile and relaxed facial muscles, indicating low stress. However, the slight upward tilt of the head and the subtle eye movement suggest mild engagement and potential concentration. The overall demeanor is calm, but the facial expression shows a hint of positive emotion, which may be masking underlying stress. The lack of extreme tension or physical signs of distress further supports a moderate stress level."
9txq,Relax,24,6.0,1,0.95,"The individual displays a consistent expression of mild stress, characterized by a neutral to slightly downturned mouth, a slight furrow in the brow, and a tense jawline. There is no visible fidgeting or self-soothing behavior, but the facial muscles are engaged, indicating psychological strain. The gaze remains steady but lacks engagement, suggesting internal focus or anxiety."
9txq,Relax,0,3.0,0,0.85,"The individual displays subtle signs of stress, including a slightly furrowed brow and a neutral, slightly tense facial expression. There is no visible fidgeting or rigid posture, but the lack of relaxation in the face suggests moderate stress. The eyes are directed forward, showing no signs of rapid blinking or gaze aversion."
9txq,Relax,10,6.0,1,0.95,"The individual displays consistent signs of stress, including a slightly furrowed brow, pressed lips, and a tense jaw. Their gaze is directed downward and they show minimal eye movement, suggesting mental strain. The facial expression and posture are indicative of a high-stress state, with subtle signs of anxiety or concentration."
9txq,Relax,1,4.0,0,0.85,"The individual displays a moderate level of stress through subtle facial cues such as a slightly furrowed brow and a neutral but tense expression. There is no strong indication of rapid eye movements or flaring nostrils, and the body language remains relatively still, suggesting a controlled but potentially anxious state."
9txq,Relax,28,6.0,1,0.95,"The individual displays a consistent, slightly tense facial expression with a neutral to slightly downturned mouth and minimal eye movement, suggesting internal stress. The posture is upright but the slight tension in the facial muscles and lack of relaxed facial features indicate a moderate level of stress. There is no visible self-soothing behavior or fidgeting, and the gaze remains steady, not showing signs of distraction or anxiety."
9txq,Relax,9,6.0,1,0.95,"The individual displays a consistent, subtle stress response through a slightly furrowed brow and a tense jaw, indicative of ongoing mental strain. Their gaze is fixed and unresponsive, with minimal eye movement, suggesting concentration and potential anxiety. The facial muscles appear slightly tensed, and the posture is neutral, but the lack of relaxation or self-soothing behaviors suggests ongoing stress rather than a state of calm or fatigue."
9txq,Relax,6,6.0,1,0.95,"The individual exhibits a consistent expression of mild stress, characterized by a neutral to slightly downturned mouth and subtle brow tension. While the eyes remain mostly fixed, there is a slight tension in the facial muscles, particularly around the jaw, which is typical of sustained mental effort or mild anxiety. The overall posture is upright but with minimal movement, indicating a state of alertness rather than relaxation or deep distress."
9txq,Relax,29,7.0,1,0.95,"The individual exhibits a high stress level through a combination of facial cues, including a furrowed brow, tightly pressed lips, and a rigid posture. These are consistent with a state of anxiety or intense focus. The lack of eye contact and slight head tilt suggest cognitive load and emotional tension, further supporting a high stress level."
9txq,Relax,12,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a slightly furrowed brow, tense facial muscles, and a neutral yet focused gaze. These cues suggest cognitive load and potential anxiety, consistent with a high-stakes task. The lack of significant eye movement or body language fidgeting further supports a state of heightened alertness and emotional tension."
9txq,Relax,26,7.0,1,0.95,"The individual exhibits a consistent expression of stress, including a slightly furrowed brow, pressed lips, and a neutral gaze. The facial muscles appear tense, and the posture is upright but slightly rigid. These cues, combined with the lack of eye contact and minimal movement, suggest a high level of cognitive and emotional stress."
9txq,Relax,18,6.0,1,0.95,"The individual exhibits a moderate level of stress through subtle facial cues such as a slightly furrowed brow and tense facial muscles, indicating cognitive strain. Their eyes are directed downward and there is a slight tension in the jaw, consistent with a focused but anxious state. The overall body posture is upright but with minimal movement, suggesting internal stress rather than physical discomfort."
9txq,Relax,7,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a slightly furrowed brow and a neutral, tense facial expression. There is no visible fidgeting or self-soothing behavior, but the overall posture and lack of relaxation suggest ongoing mental strain. The eyes are focused and do not show signs of rapid blinking or gaze aversion, which further supports the assessment of moderate stress."
9txq,Relax,17,6.0,1,0.95,"The individual displays a consistent, slightly tense facial expression with a neutral gaze, but the subtle furrowing of the brow and slight tension in the jaw suggest moderate stress. There is no significant eye movement or body language indicating high arousal, but the overall demeanor is not relaxed, indicating an intermediate level of stress."
9txq,Relax,27,7.0,1,0.95,"The individual exhibits a high stress level through a combination of facial cues: their eyes are narrowed and their brow is furrowed, indicating concentration and strain. Their lips are pressed together and their jaw is slightly clenched, suggesting tension. These are consistent with a person experiencing significant psychological stress during a task."
