subject,activity,window_id,stress_level,binary_stress,confidence,reasoning
2z7d,Relax,9,3.0,0,0.7,"The subject displays a neutral to slightly pleasant expression, marked by a subtle smile. There are no overt indicators of high stress, such as furrowed brows or tense facial musculature."
2z7d,Relax,26,2.0,0,0.85,"The subject displays a clear, pleasant smile with relaxed facial muscles. There are no observable indicators of tension, such as furrowed brows or rigid posture, suggesting low stress."
2z7d,Relax,21,2.0,0,0.85,"The subject exhibits a slight, gentle smile and relaxed facial features, suggesting low physiological arousal. There are no visible indicators of distress such as furrowed brows or tension."
2z7d,Relax,4,3.0,0,0.6,"The subject displays a neutral to slightly engaged expression without prominent indicators of acute stress like furrowed brows or tense jaw. Overall muscle tone appears relaxed, suggesting a low to moderate baseline stress level."
2z7d,Relax,28,3.0,0,0.75,"The subject displays a subtle, genuine smile with relaxed facial features, indicating low to moderate affective arousal. There are no observable indicators of tension such as furrowed brows or rigid posture."
2z7d,Relax,22,2.0,0,0.85,"The subject displays a genuine, relaxed smile with relaxed facial musculature, indicating low emotional arousal. There are no visible signs of tension such as furrowed brows or jaw clenching."
2z7d,Counting1,2,3.0,0,0.85,"The subject displays a gentle, open expression with a slight, relaxed smile, indicating low apparent stress. There are no observable indicators such as furrowed brows or rigid posture."
2z7d,Counting1,1,5.0,1,0.75,"The subject exhibits subtle facial tension, including slightly furrowed brows and a focused, intense gaze. Overall body language appears relatively neutral, suggesting a moderate level of engagement or low-to-moderate stress."
2z7d,Counting1,3,3.0,0,0.7,"The individual displays a generally relaxed facial expression with a slight, positive engagement. There are no overt signs of tension such as furrowed brows or rigid posture observed in the static frame."
2z7d,Counting1,10,3.0,0,0.75,"The subject displays a neutral to slightly positive facial expression with a mild smile, and no overt indicators of stress are visible. The body language appears relaxed, suggesting a low to moderate stress level."
2z7d,Counting1,8,3.0,0,0.75,The subject exhibits neutral facial features with no overt signs of tension like furrowed brows or clenched jaw. Slight downward gaze suggests concentration rather than significant distress or high stress.
2z7d,Counting1,6,3.0,0,0.65,The subject exhibits a neutral to slightly contemplative facial expression without strong indicators of high stress. There are no overt signs of significant tension such as furrowed brows or rigid posture visible in the frame.
2z7d,Counting1,5,3.0,0,0.6,"The subject displays a relatively neutral facial expression with no overt signs of tension such as furrowed brows or pressed lips. Subtle engagement in the task is present, but strong indicators of high stress are absent."
2z7d,Counting1,0,3.0,0,0.7,"The subject displays a relatively neutral facial expression with soft gaze, not showing strong indicators of high stress. Slight downward gaze could suggest concentration or mild self-monitoring rather than acute distress."
2z7d,Counting1,11,3.0,0,0.6,"The individual exhibits a neutral facial expression with subtle brow furrowing, suggesting mild cognitive load rather than high acute stress. No significant indicators like grimacing or rigid posture are clearly visible in the static frame."
2z7d,Counting1,7,3.0,0,0.7,The subject displays a generally neutral expression with no prominent signs of high stress. Slight downward gaze and relaxed features suggest engagement rather than significant anxiety.
2z7d,Counting1,9,3.0,0,0.75,"The individual exhibits a slight, relaxed smile, which suggests a generally low level of immediate stress. No strong indicators like furrowed brows or tension are present in the observed facial features."
2z7d,Counting1,4,3.0,0,0.7,"The individual displays a slight, gentle smile and relaxed facial muscles, suggesting low emotional arousal. No strong indicators of high stress like furrowed brows or tension are visible."
2z7d,Stroop,2,4.0,0,0.75,"The subject exhibits a neutral to slightly concerned facial expression without pronounced stress indicators like furrowed brows or clenched jaw. Eye contact appears steady, suggesting a moderate level of engagement rather than high anxiety."
2z7d,Stroop,1,3.0,0,0.75,The subject exhibits a relatively neutral facial expression with no strong indicators of acute stress. There are no visible signs of extreme tension such as furrowed brows or rigid posture.
2z7d,Stroop,3,3.0,0,0.7,"The subject displays a relatively neutral facial expression with a slight, subtle smile, suggesting low baseline stress. There are no prominent indicators of distress such as furrowed brows or tense posture in the visible frames."
2z7d,Stroop,10,3.0,0,0.75,"The subject exhibits a relatively neutral facial expression with slightly lowered gaze, suggesting mild engagement rather than high distress. There are no prominent indicators such as furrowed brows or visible tension cues present in the frame."
2z7d,Stroop,8,3.0,0,0.7,"The subject exhibits a relatively neutral expression with no pronounced signs of high stress such as furrowed brows or tension. Subtle downward gaze and a slight, non-forced smile suggest moderate engagement rather than high anxiety."
2z7d,Stroop,6,3.0,0,0.65,The subject exhibits a neutral to slightly engaged facial expression without pronounced signs of distress. There are no immediately visible indicators such as furrowed brows or significant tension to suggest high stress.
2z7d,Stroop,5,3.0,0,0.75,"The subject displays a neutral or slightly engaged facial expression without pronounced indicators of high stress. There are no visible signs of furrowed brows, tense musculature, or significant fidgeting."
2z7d,Stroop,0,3.0,0,0.6,"The subject displays a neutral to slightly subdued expression, without pronounced indicators of high stress. There are no overt signs such as furrowed brows or visible tension in the jaw."
2z7d,Stroop,11,3.0,0,0.7,"The subject exhibits a relatively neutral facial expression with no pronounced indicators of high stress, such as furrowed brows or tension. The subtle downward turn at the corners of the mouth suggests mild engagement rather than acute distress."
2z7d,Stroop,7,3.0,0,0.7,"The subject maintains relatively neutral facial muscle tension with no overt indicators of high stress, such as furrowed brows or tense lips. Eye gaze appears directed, suggesting moderate engagement rather than high distress."
2z7d,Stroop,9,3.0,0,0.6,"The subject exhibits a relatively neutral facial expression with no pronounced indicators of high stress. Mild engagement in the task seems evident, suggesting a low to moderate level of cognitive load rather than high stress."
2z7d,Stroop,4,3.0,0,0.6,The subject displays a neutral to slightly serious facial expression with no overt signs of high arousal. Subtle features like slightly narrowed eyes suggest engagement rather than significant stress.
2z7d,Reading,2,3.0,0,0.7,"The subject exhibits a mild, positive facial expression with a slight smile, lacking strong indicators of distress. There are no visible signs of tension such as furrowed brows or rigid posture."
2z7d,Reading,1,2.0,0,0.75,"The subject displays a slight, relaxed smile with no evident signs of tension like furrowed brows or clenched jaw. The overall facial muscle tonus appears relatively neutral and calm."
2z7d,Reading,3,3.0,0,0.65,"The subject exhibits a neutral expression with no overt signs of high stress indicators like deep furrowing or rigid posture. The gaze appears relatively steady, suggesting a low to moderate level of affective arousal during the observed moment."
2z7d,Reading,10,3.0,0,0.85,"The subject exhibits a mild, positive affect characterized by a slight smile and relaxed facial muscles. No strong indicators of high stress, such as furrowed brows or tension, are present."
2z7d,Reading,8,3.0,0,0.75,"The subject exhibits a slight, subtle smile, suggesting a neutral to mildly pleasant affect rather than high stress. Facial musculature appears relaxed, and there are no strong indicators of tension like furrowed brows or pressed lips."
2z7d,Reading,6,3.0,0,0.6,"The subject exhibits a slight, ambiguous smile and relaxed facial muscles, suggesting low to moderate affective load. There are no prominent indicators of high stress such as furrowed brows or rigid posture."
2z7d,Reading,5,2.0,0,0.85,"The individual displays a genuine, relaxed smile with soft features, indicating positive affect. There are no visible indicators of tension such as furrowed brows or rigid posture."
2z7d,Reading,0,3.0,0,0.85,"The subject displays a mild, positive expression with slight upturns at the corners of the mouth, indicating contentment rather than distress. No significant indicators of acute stress, such as furrowed brows or tension, are apparent in the visible frame."
2z7d,Reading,11,2.0,0,0.9,"The subject displays a broad, genuine smile with relaxed facial musculature. There are no visible cues such as furrowed brows or tense features indicating high stress."
2z7d,Reading,7,2.0,0,0.85,The subject exhibits a neutral to slightly pleasant expression with no clear signs of acute stress indicators like furrowed brows or tension. The overall facial demeanor suggests a relaxed or mildly engaged state.
2z7d,Reading,9,2.0,0,0.85,The individual exhibits a neutral to slightly pleasant expression with soft features. There are no visible indicators such as furrowed brows or tense musculature that suggest high stress.
2z7d,Reading,4,3.0,0,0.75,"The subject displays a slight, genuine-looking smile, and the facial musculature appears relaxed. There are no overt indicators of distress such as furrowed brows or tension in the jaw."
2z7d,Video1,31,3.0,0,0.75,"The subject displays a relatively neutral facial expression with relaxed features, suggesting low immediate stress. There are no overt signs of tension such as furrowed brows or tightly pressed lips."
2z7d,Video1,16,3.0,0,0.6,"The subject maintains a relatively neutral facial expression with no pronounced indicators of acute distress. There is a slight downward pull around the mouth, suggesting mild contemplation rather than high stress."
2z7d,Video1,30,3.0,0,0.7,"The subject exhibits a relatively neutral facial expression with soft gaze, lacking overt signs of high arousal stress. The overall presentation is relaxed, suggesting a low to moderate baseline stress level."
2z7d,Video1,2,2.0,0,0.75,"The subject displays a slight, gentle smile and relaxed facial muscles, indicating low arousal. There are no visible signs of tension such as furrowed brows or clenched jaw."
2z7d,Video1,1,3.0,0,0.75,"The subject exhibits a relatively neutral facial expression with a slight, gentle smile, suggesting low affective arousal. There are no prominent indicators of high stress such as furrowed brows or rigid posture visible in the frame."
2z7d,Video1,23,2.0,0,0.7,"The subject displays a slight, relaxed smile and soft gaze, indicating low emotional arousal. There are no visible indicators of tension such as furrowed brows or rigid posture."
2z7d,Video1,24,3.0,0,0.75,"The subject displays a neutral to slightly pleasant facial expression with soft features. There are no overt indicators of high stress, such as furrowed brows or rigid posture."
2z7d,Video1,20,2.0,0,0.85,"The subject exhibits a relaxed facial expression with neutral eyebrows and a slight, gentle smile. There are no visible indicators of tension such as furrowing, jaw clenching, or excessive movement."
2z7d,Video1,14,3.0,0,0.6,"The subject exhibits a relatively neutral expression with no strong indicators of high stress, such as furrowed brows or tense musculature. The gaze appears steady, suggesting a moderate, non-stressed state."
2z7d,Video1,3,3.0,0,0.7,"The subject displays a slight, subtle smile and relaxed facial musculature. No overt signs of distress, such as furrowed brows or tension, are visible in this brief clip."
2z7d,Video1,17,3.0,0,0.6,The subject exhibits a neutral to slightly engaged facial expression without pronounced indicators of high stress. There are no obvious signs of tension such as furrowed brows or tense jaw visible in this brief sequence.
2z7d,Video1,32,3.0,0,0.7,The subject displays a relatively neutral and calm facial expression with no pronounced indicators of high stress. Slight downward turning of the lips suggests mild introspection rather than significant distress.
2z7d,Video1,33,3.0,0,0.75,"The subject displays a relaxed, neutral-to-mildly engaged expression with no overt signs of high stress like furrowed brows or tension. The gaze is directed downwards in a thoughtful manner, suggesting concentration rather than distress."
2z7d,Video1,10,3.0,0,0.65,"The subject displays a subtle, neutral-to-pleasant expression without strong indicators of high stress. Features like pressed lips or furrowed brows are absent, suggesting a low or moderate baseline emotional state."
2z7d,Video1,12,3.0,0,0.6,"The facial expression appears relatively neutral, showing no prominent signs of acute stress like furrowed brows or tight lips. The visible cues are too subtle over this short sequence to confidently assess a high stress level."
2z7d,Video1,29,3.0,0,0.7,"The subject displays a relatively neutral expression with soft features, lacking strong indicators of distress like furrowed brows or intense muscle tension. Mild downward gaze suggests contemplation rather than high anxiety."
2z7d,Video1,13,3.0,0,0.6,The subject exhibits a relatively neutral facial expression with no pronounced signs of tension like furrowed brows or clenched jaw. Subtle features do not strongly indicate a high level of psychological stress in this captured frame.
2z7d,Video1,8,2.0,0,0.7,"The subject exhibits a neutral facial expression without prominent stress indicators like furrowed brows or tense musculature. Eye contact appears steady, suggesting a low immediate stress response during this frame."
2z7d,Video1,6,4.0,0,0.7,"The subject exhibits slightly furrowed brows and a generally neutral, somewhat intense gaze, which suggests mild cognitive load rather than severe acute stress. There are no pronounced indicators like jaw clenching or extreme tension visible in this brief frame."
2z7d,Video1,25,2.0,0,0.85,"The individual displays a subtle, gentle smile and relaxed facial features, indicating low immediate stress. There are no visible signs of tension such as furrowed brows or rigid posture."
2z7d,Video1,18,3.0,0,0.7,"The subject exhibits a relatively neutral facial expression with no strong indicators of high stress, such as furrowed brows or tension. The posture appears relaxed, suggesting a low to moderate baseline emotional state."
2z7d,Video1,5,3.0,0,0.6,"The subject displays a mild, relaxed smile and relaxed facial muscles, suggesting low immediate stress. There are no obvious indicators like furrowed brows or rigid posture."
2z7d,Video1,27,3.0,0,0.7,"The individual displays a subtle, slight smile and relaxed facial features without pronounced signs of tension. Eye gaze is directed downward in a relaxed, self-reflective manner rather than avoidance."
2z7d,Video1,0,3.0,0,0.6,"The subject maintains relatively neutral facial features with no overt signs of high stress. There is a slight hint of engagement, but no pronounced indicators of anxiety or distress are visible."
2z7d,Video1,19,3.0,0,0.6,The individual exhibits a relatively neutral facial expression with no pronounced indicators of high stress. There are no obvious signs of tension such as furrowed brows or rigid posture visible in this short sequence.
2z7d,Video1,15,6.0,1,0.8,"The subject displays furrowed brows and a pensive, slightly strained facial expression. The hand touching the face suggests self-soothing behavior, which often correlates with moderate psychological stress."
2z7d,Video1,11,3.0,0,0.65,"The subject displays a neutral to slightly pleasant expression with relaxed facial features. No strong indicators of acute stress, such as furrowed brows or tense musculature, are visible in this static frame."
2z7d,Video1,7,4.0,0,0.75,"The subject displays neutral to slightly downturned mouth corners and a relatively relaxed facial musculature. Lack of pronounced indicators like furrowed brows or rigid posture suggests moderate, rather than high, stress."
2z7d,Video1,9,4.0,0,0.65,"The subject exhibits a slightly downturned gaze and engaged expression, suggesting focused concentration more than high distress. There are no overt signs like deep furrowing or visible tension in the face."
2z7d,Video1,26,3.0,0,0.75,"The subject exhibits a subtle, slight smile and relaxed facial muscles, suggesting a low level of acute stress. There are no pronounced indicators like furrowed brows or tense posture visible in the captured frame."
2z7d,Video1,21,3.0,0,0.75,The subject displays a relatively neutral facial expression with no overt signs of extreme tension. There are no clear indicators like furrowed brows or rigid posture to suggest a high stress level.
2z7d,Video1,4,3.0,0,0.75,"The subject displays a relatively neutral expression with slight, subtle downward turning of the lips, indicating mild engagement rather than high stress. There are no overt signs of extreme distress such as furrowed brows or rigid posture visible in the sampled frames."
2z7d,Video1,28,3.0,0,0.75,"The subject displays a slight, subtle smile and relaxed posture, which generally indicates a low level of acute stress. There are no pronounced signs such as furrowed brows or visible muscle tension."
2z7d,Video1,22,3.0,0,0.7,"The subject exhibits a slight, gentle smile with relaxed features, suggesting a low level of stress. There are no overt signs like furrowed brows or tension in the jaw."
2z7d,Counting2,2,3.0,0,0.7,The subject exhibits a neutral to mildly attentive expression without prominent signs of acute distress. No strong indicators like furrowed brows or tension are visibly present in the provided frames.
2z7d,Counting2,1,3.0,0,0.7,"The subject maintains a relatively neutral facial expression with no overt signs of distress like furrowed brows or tense lips. Eye movements appear stable, suggesting a baseline or low level of psychological arousal."
2z7d,Counting2,3,3.0,0,0.75,"The subject displays a relatively neutral facial expression without strong signs of distress. Minor muscular tension is present, but no overt stress cues like furrowed brows or tension in the jaw are apparent in the brief sequence."
2z7d,Counting2,10,3.0,0,0.7,"The subject's expression appears relatively neutral with no pronounced signs of distress like furrowed brows or tense musculature. The gaze is directed toward the camera, suggesting attentiveness rather than anxiety."
2z7d,Counting2,8,2.0,0,0.7,"The subject displays a relatively neutral expression, with no pronounced indicators of high stress like furrowed brows or tension. Slight downward gaze suggests concentration rather than distress."
2z7d,Counting2,6,3.0,0,0.6,The individual displays a relatively neutral facial expression with no overt signs of distress like furrowed brows or tension. Subtle downward gaze and relaxed posture suggest low immediate stress.
2z7d,Counting2,5,3.0,0,0.75,"The subject displays a neutral to slightly engaged facial expression, without prominent signs of acute stress like deep furrowing or tension. Subtle mouth movements suggest contemplation or mild engagement rather than distress."
2z7d,Counting2,0,3.0,0,0.7,"The subject exhibits a relatively neutral facial expression with no prominent signs of distress like furrowed brows or pressed lips. Body language appears relaxed, suggesting a low to moderate baseline stress level."
2z7d,Counting2,11,3.0,0,0.75,The subject displays a relatively neutral facial expression with no strong indicators of acute stress. There are no visible signs of high tension such as furrowed brows or rigid posture in this brief clip.
2z7d,Counting2,7,3.0,0,0.7,The individual displays a neutral to slightly subdued expression with no pronounced signs of acute stress. Subtle downward gaze and relaxed facial features suggest concentration rather than high anxiety.
2z7d,Counting2,9,3.0,0,0.8,"The subject displays a relatively neutral to slightly positive facial expression with relaxed features, indicating low immediate stress. There are no prominent indicators like furrowed brows or tension in the jaw visible across the samples."
2z7d,Counting2,4,3.0,0,0.75,The subject displays a relatively neutral facial expression with no strong indicators of acute stress. Subtle signs like mild brow furrowing suggest slight cognitive load rather than significant emotional distress.
2z7d,Counting3,2,4.0,0,0.75,"The subject displays a neutral to slightly serious expression, with subtle features suggesting mild cognitive load rather than high acute stress. No pronounced indicators like severe brow furrowing or jaw clenching are evident in this brief clip."
2z7d,Counting3,1,3.0,0,0.7,"The subject displays a neutral to slightly concerned expression with minimal overt signs of high stress. There is no pronounced furrowing, tension, or significant negative body language visible in the frame."
2z7d,Counting3,3,3.0,0,0.7,"The subject displays a relatively neutral facial expression without overt signs of high stress like furrowed brows or tense lips. Eye contact appears consistent, suggesting a low to moderate baseline level of arousal."
2z7d,Counting3,10,4.0,0,0.65,"The subject displays a somewhat neutral expression with no overt signs of high stress, such as a tense brow or tight lips. Subtle engagement, like a focused gaze, suggests concentration rather than acute distress."
2z7d,Counting3,8,6.0,1,0.75,"The subject exhibits furrowed brows and an intense, somewhat strained gaze, suggesting cognitive load or mild anxiety. The overall facial musculature appears slightly tense, consistent with moderate stress."
2z7d,Counting3,6,4.0,0,0.75,"The subject exhibits subtle signs like a somewhat intense gaze and slightly pursed lips, suggesting moderate cognitive load. No overt signs of high distress such as extreme furrowing or fidgeting are clearly visible in the provided single-frame sample."
2z7d,Counting3,5,4.0,0,0.75,"The subject exhibits a neutral to slightly concerned facial expression with steady gaze, suggesting mild cognitive load rather than high acute stress. No strong indicators like furrows or tension are visibly present in this brief clip."
2z7d,Counting3,0,4.0,0,0.7,"The subject displays a neutral to slightly apprehensive expression without overt signs of high stress like deep furrowing or tension. The overall demeanor appears relatively controlled, suggesting a moderate level of cognitive engagement rather than acute distress."
2z7d,Counting3,11,4.0,0,0.65,The subject exhibits a neutral to slightly tense facial expression without strong indicators of high distress. Subtle engagement of the brow suggests moderate cognitive load rather than severe stress.
2z7d,Counting3,7,4.0,0,0.7,The subject exhibits neutral to slightly furrowed brows and a somewhat subdued facial expression. There are no overt signs of high stress like extreme tension or agitation visible in this short clip.
2z7d,Counting3,9,5.0,1,0.75,"The subject displays a somewhat intense or focused gaze with slightly furrowed brow lines, suggesting concentration or mild tension. No overtly high-arousal stress indicators like extreme blinking or tension are visible in the limited frame."
2z7d,Counting3,4,4.0,0,0.75,"The subject displays a relatively neutral but somewhat intense facial expression, with a noticeable lack of overt tension cues. There are no strong indicators like furrowed brows or visible muscle tension to suggest high stress."
2z7d,Math,2,6.0,1,0.8,"The subject exhibits slightly furrowed brows and appears tense around the mouth, suggesting mild to moderate arousal. Eye contact is maintained but the overall expression lacks relaxation, indicating underlying stress."
2z7d,Math,1,6.0,1,0.75,"The individual displays furrowed brows and a taut facial posture, suggesting cognitive load or mild distress. Eye contact is direct but the general facial tension indicates moderate stress rather than extreme anxiety."
2z7d,Math,3,4.0,0,0.7,The subject exhibits subtle signs such as slightly furrowed brows and a somewhat neutral but tense facial posture. These moderate cues suggest a low-to-moderate level of cognitive load or mild stress rather than acute distress.
2z7d,Math,10,2.0,0,0.75,The subject displays a relatively neutral facial expression with relaxed features. No prominent indicators such as furrowed brows or tension are visible in this short clip.
2z7d,Math,8,4.0,0,0.65,"The subject exhibits a neutral-to-slightly downturned mouth region and focused gaze, suggesting moderate cognitive load rather than high stress. No pronounced signs like furrowed brows or rigid posture are visible in this brief snapshot."
2z7d,Math,6,3.0,0,0.75,"The subject exhibits a generally neutral facial expression with no pronounced signs of high arousal like furrowed brows or tension. The gaze is relatively steady, suggesting moderate cognitive engagement rather than acute stress."
2z7d,Math,5,3.0,0,0.7,"The individual displays a relatively neutral facial expression with no pronounced signs of distress like furrowed brows or tension. Eye gaze appears steady, suggesting a moderate, non-stressed engagement with the task."
2z7d,Math,0,5.0,1,0.75,"The subject exhibits furrowed brows and a somewhat intense, focused gaze, suggesting cognitive load. The overall facial expression is neutral but shows signs of slight tension rather than high distress."
2z7d,Math,11,4.0,0,0.7,"The subject displays slightly furrowed brows and a neutral-to-serious facial set, suggesting moderate cognitive load rather than high acute stress. There are no overt signs like intense muscle tension or significant gaze aversion visible in this brief sample."
2z7d,Math,7,5.0,1,0.7,"The subject exhibits a slightly downward gaze and neutral facial musculature, suggesting moderate engagement rather than high distress. Subtle cues like the direct yet subdued gaze point towards focused concentration under low to moderate psychological load."
2z7d,Math,9,3.0,0,0.75,"The individual exhibits relatively neutral facial features, with no strong indicators like severe brow furrowing or visible tension. Slight gaze aversion is present, suggesting mild cognitive load rather than high acute stress."
2z7d,Math,4,4.0,0,0.75,"The individual exhibits a neutral-to-slightly concerned facial expression with attentive eye contact, but lacks strong overt signs of acute distress. The overall presentation suggests moderate engagement rather than high stress."
2z7d,Breathing,31,4.0,0,0.7,"The subject displays a neutral to slightly contemplative expression with lowered gaze, which is not strongly indicative of high stress. Facial tension appears minimal, suggesting a moderate or low baseline affective state."
2z7d,Breathing,16,3.0,0,0.75,The individual exhibits a relatively neutral facial expression with no overt signs of high distress. The downward gaze suggests concentration rather than significant anxiety.
2z7d,Breathing,30,3.0,0,0.75,The subject displays a neutral to slightly contemplative expression with no strong indicators of acute stress like furrowed brows or tense musculature. Subtle downward gaze suggests focus or introspection rather than high anxiety.
2z7d,Breathing,2,3.0,0,0.75,The subject displays a neutral to slightly subdued facial expression without overt signs of distress. Subtle downward gaze suggests engagement or introspection rather than high stress.
2z7d,Breathing,1,3.0,0,0.7,"The subject displays a generally neutral facial expression with slight upward curvature at the corners of the mouth, suggesting low perceived stress. There are no overt signs of tension such as furrowed brows or rigid posture visible in the provided frames."
2z7d,Breathing,23,3.0,0,0.7,"The subject exhibits a relatively neutral expression with soft features, suggesting low immediate stress. There are no pronounced indicators like furrowed brows or tension that would suggest high arousal."
2z7d,Breathing,24,3.0,0,0.6,"The subject displays a relatively neutral facial expression with no overt signs of high distress like furrowed brows or tense lips. Gaze is focused downward, which could indicate concentration rather than acute anxiety."
2z7d,Breathing,20,4.0,0,0.75,"The subject exhibits a somewhat neutral to slightly concentrated facial expression, with minimal obvious signs of acute stress like furrowed brows or tension. The gaze is directed downward, suggesting internal focus rather than high anxiety."
2z7d,Breathing,14,3.0,0,0.7,"The subject exhibits neutral facial features with no pronounced indicators of high stress like furrowed brows or tense musculature. The gaze is directed downwards, which could suggest focus or mild introspection rather than acute anxiety."
2z7d,Breathing,3,3.0,0,0.6,The subject exhibits a relatively neutral facial expression without pronounced indicators of high stress. There are no clear signs of significant tension such as deep furrowing or jaw clenching observed in the sequence.
2z7d,Breathing,17,3.0,0,0.7,The subject exhibits a relatively neutral facial expression without strong signs of distress like furrowed brows or tense musculature. There is no visible indication of self-soothing behaviors or extreme muscular tension in this brief clip.
2z7d,Breathing,32,4.0,0,0.75,"The subject displays a neutral to slightly concerned facial expression, characterized by a subtle downward gaze and relatively still features. There are no overt signs like extreme brow furrowing or rigid body language to suggest high stress."
2z7d,Breathing,33,4.0,0,0.75,"The individual exhibits subtle signs such as neutral but slightly tense facial muscles and a direct, steady gaze. These cues suggest a moderate level of cognitive load or mild apprehension rather than acute distress."
2z7d,Breathing,34,3.0,0,0.75,"The subject displays neutral to slightly subdued facial features, without strong indicators of acute stress. Gaze is directed downward, which is neither a definitive stress nor relaxation signal in this minimal sample."
2z7d,Breathing,10,3.0,0,0.65,"The subject displays a relatively neutral facial expression with no overt signs of distress like furrowed brows or tense lips. General body language appears calm, suggesting a low to moderate stress level."
2z7d,Breathing,12,2.0,0,0.85,"The subject exhibits a neutral, slightly downward gaze with relaxed facial muscles, suggesting a low emotional load. There are no visible indicators of high arousal such as furrowed brows or tension."
2z7d,Breathing,29,3.0,0,0.75,"The subject maintains a relatively neutral facial expression with no overt signs of high stress like furrowed brows or tense muscles. Eye contact appears steady, suggesting a baseline emotional state rather than acute distress."
2z7d,Breathing,13,3.0,0,0.65,"The subject's expression is relatively neutral, showing slight downward gaze which could indicate concentration rather than high stress. There are no overt signs of acute distress such as furrowed brows or tense facial muscles."
