subject,activity,window_id,stress_level,binary_stress,confidence,reasoning
9txq,Baseline,6,6.0,1,0.95,"The individual exhibits moderate stress through a combination of facial cues: the lips are pressed and the brow is slightly furrowed, and their eyes are narrowed and focused, indicating concentration and potential anxiety. The posture is upright but with subtle tension in the jaw and neck, and there is no visible fidgeting, but the overall demeanor suggests a high level of cognitive load or emotional strain."
9txq,Baseline,7,5.0,1,0.95,"The individual displays a moderate level of stress, indicated by subtle facial tension and slight jaw tension, along with a neutral yet focused gaze. Their posture is upright but not rigid, and there is no clear sign of self-soothing behaviors such as face/hair touching or fidgeting. The rapid blinking is minimal, suggesting a calm state, but the overall expression and demeanor are consistent with moderate psychological arousal."
9txq,Breathing,30,6.0,1,0.95,"The individual displays a moderate level of stress through a combination of subtle facial cues, including a slightly furrowed brow and a tense jaw, along with a rigid posture. These non-verbal signals are consistent with heightened emotional arousal, as observed in affective computing studies. The lack of significant eye movement or fidgeting suggests a focused but tense state, which is typical of stress response."
9txq,Breathing,23,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a slightly furrowed brow, a neutral but tense facial expression, and subtle tension in the jaw. The lack of significant eye movement and a rigid posture suggest a state of heightened alertness, while the lack of self-soothing behaviors like touching the face or fidgeting indicates a restrained, possibly anxious state."
9txq,Breathing,25,6.0,1,0.95,"The individual exhibits a subtle but consistent expression of mild stress, characterized by a neutral to slightly downturned mouth and a neutral gaze. There is no visible facial tension or fidgeting, but the overall posture is upright, suggesting a state of alertness rather than relaxation. The lack of rapid blinking or eye aversion further supports a moderate level of stress, with the facial features indicating a subtle emotional response rather than acute anxiety."
9txq,Breathing,14,6.0,1,0.95,"The individual exhibits a moderate level of stress through a combination of subtle facial cues, including a slightly furrowed brow and a neutral expression with tight lips, suggesting internal tension. Their gaze remains fixed and unresponsive, with minimal eye movement, indicating a lack of engagement and potential anxiety. The posture is upright but appears slightly rigid, with no visible fidgeting or self-soothing behaviors, further supporting a stressed state."
9txq,Breathing,13,6.0,1,0.95,"The individual exhibits a high level of stress, indicated by a neutral expression with slightly furrowed brows and pressed lips, suggesting tension. Their eyes are fixed on the camera with minimal blinking, and their posture is upright but not relaxed, which is consistent with heightened arousal."
9txq,Breathing,16,6.0,1,0.95,"The individual displays a moderate level of stress, indicated by a neutral-to-slightly furrowed brow, a tense jawline, and a lack of eye contact. These facial cues, combined with the lack of movement and a calm posture, suggest a state of alertness and potential anxiety, which is consistent with moderate stress."
9txq,Breathing,5,6.0,1,0.95,"The individual displays a consistent expression of concern, with slightly furrowed brows and a neutral to slightly downturned mouth. Their eyes remain fixed on the camera, suggesting focus, but there is no evidence of rapid blinking or eye aversion. The posture is upright but not rigid, and there is no visible fidgeting. The facial expression and stillness suggest a moderate level of stress, with the facial cues indicating a state of concentration or mild anxiety."
9txq,Breathing,4,6.0,1,0.95,"The individual displays a neutral expression with slightly furrowed brows and a tight mouth, indicating mild stress. Their eyes are directed forward, showing no signs of rapid blinking or gaze aversion, and their posture appears upright but slightly tense. The lack of visible fidgeting and self-soothing behaviors, combined with the subtle facial tension, suggests a moderate level of stress, consistent with the observed behavioral cues."
9txq,Breathing,11,5.0,1,0.95,"The individual exhibits a subtle but consistent expression of stress, with slightly furrowed brows and a neutral, tense facial expression. Their gaze remains fixed and unchanging, suggesting internal focus or anxiety, while their posture appears upright and slightly rigid. These cues, combined with the lack of fidgeting or self-soothing behaviors, indicate a moderate level of stress, consistent with a person engaged in a task requiring concentration under pressure."
9txq,Breathing,34,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a neutral but slightly tense facial expression, subtle jaw tension, and a calm but focused gaze. There is no significant body language or eye movement to suggest high stress, but the consistent, neutral expression and slight tension in the facial muscles suggest a moderate level of internal stress, which is consistent with a task that requires sustained focus."
9txq,Breathing,15,6.0,1,0.95,"The individual displays a consistent, tense facial expression with slightly furrowed brows and a neutral to slightly downturned mouth, indicating stress. Their eyes are fixed and lack any signs of blinking or eye movement, suggesting a state of mental focus or anxiety. The posture appears relatively rigid, and there is no visible fidgeting, which further supports a high stress level."
9txq,Breathing,8,5.0,1,0.95,"The individual displays a moderate level of stress through subtle facial cues, including a slightly furrowed brow and a tense jawline. Their eyes are directed forward, but there is no evidence of rapid blinking or significant eye widening, suggesting a controlled but alert state. The overall posture appears upright and still, with no visible fidgeting, which is inconsistent with high stress but does not fully rule it out. The combination of these factors indicates a moderate stress level."
9txq,Breathing,22,7.0,1,0.95,"The individual exhibits a high level of stress through a combination of facial cues, including a furrowed brow and pressed lips, which are indicative of anxiety. Their eyes are directed downward, suggesting avoidance and tension, and their posture is rigid, indicating a state of mental strain. These combined behavioral indicators are consistent with a high stress level."
9txq,Breathing,3,5.0,1,0.95,"The individual exhibits a neutral expression with a slightly tense jaw and minimal eye movement, suggesting mild stress. The facial muscle tension and lack of relaxation in the posture indicate a state of alertness or anxiety, consistent with moderate stress levels."
9txq,Breathing,32,6.0,1,0.95,"The individual displays a consistent, subtle expression of stress, characterized by a neutral-to-slightly furrowed brow and a slightly downturned mouth. There is no visible fidgeting or body tension, but the facial cues are typical of high arousal states, such as anxiety or concentration. The lack of rapid eye movements or self-soothing behaviors further supports a moderate level of stress, indicating a state of heightened alertness."
9txq,Breathing,19,6.0,1,0.95,"The individual displays a consistent, subtle facial expression with slightly furrowed brows and a neutral, slightly downturned mouth, indicative of mild stress. There is no significant eye movement or body language suggesting high stress, but the overall demeanor is tense, suggesting moderate stress levels."
9txq,Breathing,21,6.0,1,0.95,"The individual displays a subtle but consistent facial expression of concern, with slightly furrowed brows and a neutral to slightly downturned mouth. There is no significant eye movement or body language suggesting high stress, but the overall demeanor is tense and focused, which aligns with moderate stress. The facial and head movements are minimal, indicating a state of concentration rather than acute distress."
9txq,Breathing,20,6.0,1,0.95,"The individual displays a moderate level of stress, evidenced by a neutral expression with slightly furrowed brows and a tense jawline, consistent with a focused but anxious state. Their eyes are directed forward, showing minimal eye movement, and their posture is upright but slightly tense, which is typical of high-stress situations."
9txq,Breathing,33,5.0,1,0.95,"The individual exhibits a neutral to slightly tense facial expression with a neutral gaze, but subtle signs of stress, such as slight tension in the jaw and a closed mouth. There is no visible fidgeting or self-soothing behavior, but the overall posture is upright and the eyes are not engaged with the camera, suggesting a lack of engagement or focus. The facial expression is consistent with mild stress, and the lack of relaxation cues suggests ongoing stress."
9txq,Breathing,2,5.0,1,0.95,"The individual displays a neutral to slightly tense facial expression with a closed mouth and a subtle brow lift, suggesting internal stress. Their eyes are fixed on the camera with no signs of rapid blinking or eye contact aversion, indicating a state of focused attention. The posture is upright but lacks relaxed muscle tension, and there is no visible fidgeting or self-soothing behavior, which together contribute to a moderate level of stress."
9txq,Breathing,24,6.0,1,0.95,"The individual exhibits a tense facial expression with slightly furrowed brows and a neutral-to-stressed mouth, suggesting internal stress. Their eyes are directed forward with a slight, unblinking stare, which may indicate concentration or anxiety. The posture is upright but not relaxed, and there is no visible fidgeting, but the combination of facial tension and focused gaze indicates a moderate level of stress."
9txq,Breathing,0,6.0,1,0.95,"The individual exhibits a moderate stress level through subtle facial cues, including a slightly furrowed brow and a neutral but tense expression. Their eyes are directed forward with minimal blinking, and their posture appears upright but slightly rigid, suggesting internal tension. While no significant fidgeting or self-soothing behaviors are visible, the overall facial and ocular expression aligns with moderate stress, consistent with the observed behavioral indicators."
9txq,Breathing,10,6.0,1,0.95,"The individual exhibits a high stress level, indicated by a neutral to slightly tense facial expression with a slight furrow, and a subtle, rigid posture. While their eyes remain fixed, the overall demeanor suggests internal tension and discomfort, consistent with moderate stress."
9txq,Breathing,1,4.0,0,0.95,"The individual displays a neutral expression with slightly tense facial features, including a subtle furrowed brow and slightly parted lips, which are indicative of mild stress. Their gaze is steady but not engaged, and their posture appears relaxed, with no visible signs of fidgeting or self-soothing behaviors. These cues suggest moderate stress without the extreme signs of anxiety or panic."
9txq,Breathing,28,6.0,1,0.95,"The individual displays a moderate level of stress through a furrowed brow and a neutral, tense facial expression. Their eyes are fixed and unblinking, indicating lack of engagement or relaxation. The posture is upright but slightly rigid, with no visible fidgeting, suggesting internal tension rather than external distraction."
9txq,Breathing,9,6.0,1,0.95,"The individual displays a high stress level through subtle but consistent facial cues: a slightly furrowed brow, a tense jaw, and a neutral-to-avoidant gaze. These are combined with minimal eye movement and a rigid posture, which are typical indicators of psychological stress. The lack of self-soothing behaviors and fidgeting further supports the assessment of sustained tension."
9txq,Breathing,35,7.0,1,0.95,"The individual exhibits a high stress level based on a combination of facial cues, including a furrowed brow and pressed lips, and a rigid posture. These are consistent with a state of anxiety or intense focus, which is further supported by the lack of eye contact and minimal movement, suggesting a state of heightened alertness and tension."
9txq,Breathing,6,6.0,1,0.95,"The individual displays a consistent expression of mild stress, characterized by a neutral to slightly downturned mouth and a neutral gaze. The subtle tension in the facial muscles and lack of eye contact suggest internal focus or anxiety. There is no visible fidgeting or self-soothing behavior, but the overall demeanor indicates a moderate level of psychological arousal."
9txq,Breathing,29,6.0,1,0.95,"The individual displays a subtle but consistent expression of stress, with a slight furrow of the brow and a neutral-to-pressed expression on the lips. There is no significant eye movement or body language suggesting high arousal, but the overall posture appears slightly tense, consistent with moderate stress. The facial features and slight tension in the jaw and neck suggest internal strain, which is a key indicator of stress in affective computing."
9txq,Breathing,12,6.0,1,0.95,"The individual exhibits a consistent, subtle stress response, indicated by a neutral expression, slight tension in the jaw, and a focused gaze. The lack of visible fidgeting or body language suggests a high level of internal focus, which is characteristic of a person under psychological stress."
9txq,Breathing,26,6.0,1,0.95,"The individual exhibits a consistent expression of mild stress, with a neutral to slightly downturned mouth and a relaxed but attentive gaze. The facial features are not markedly tense, but the overall demeanor suggests mental engagement and potential anxiety, aligning with a moderate stress level. There is no visible fidgeting or self-soothing behavior, and the posture remains upright and stable, which is typical for a focused task. The absence of rapid eye movements or significant facial tension indicates a controlled but alert state, not acute distress."
9txq,Breathing,18,6.0,1,0.95,"The individual exhibits a neutral expression with slightly furrowed brows and a tense jaw, suggesting internal stress. Their eyes are fixed and lack blinking, indicating a lack of relaxation. The posture is upright but not relaxed, and there is no visible fidgeting or self-soothing behavior."
9txq,Breathing,7,7.0,1,0.95,"The individual displays a consistent, tense facial expression with furrowed brows and a neutral-to-pressed expression, indicative of stress. Their eyes are directed forward but show no signs of blinking or aversion, suggesting a state of heightened focus or anxiety. The posture is upright but appears rigid, and there is no visible fidgeting, which rules out relaxation or mild distraction. The combination of these cues strongly suggests elevated stress levels."
9txq,Breathing,17,6.0,1,0.95,"The individual exhibits a neutral facial expression with a slight furrow, consistent with mild stress. Their eyes are directed forward, with no signs of rapid blinking or wide-eyed surprise, but their posture appears slightly rigid. The overall behavior suggests a state of focused attention with subtle tension, which is indicative of moderate stress."
9txq,Breathing,27,6.0,1,0.95,"The individual exhibits a moderate level of stress through subtle facial cues such as a neutral but slightly tense expression, a slight furrow of the brow, and a closed mouth. These features are consistent with high arousal states, as seen in the context of a task requiring concentration or emotional regulation. The lack of significant eye movement or body language fidgeting suggests a state of focused but anxious engagement."
9txq,Breathing,31,6.0,1,0.95,"The individual exhibits a moderate level of stress through subtle facial cues, including a slightly furrowed brow and a neutral, tense expression. Their gaze is fixed and unchanging, suggesting mental engagement or anxiety, and their posture is upright but not relaxed. There is no visible fidgeting or self-soothing behavior, and no signs of rapid blinking or wide eyes, which would indicate heightened arousal. The combination of these cues points to a moderate stress level."
9txq,Speaking,5,4.0,0,0.95,"The individual exhibits moderate stress through subtle facial cues such as a slight furrowed brow and relaxed but tense facial muscles. Their eyes are directed slightly away from the camera, indicating possible cognitive load or distraction. There is no strong evidence of physical tension or fidgeting, suggesting the stress is internal and not manifesting as overt physical agitation."
9txq,Speaking,4,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by subtle facial tension and a slight furrow of the brow. Their eyes widen slightly and they make brief, rapid eye movements, suggesting cognitive load or anxiety. The posture is upright but not rigid, and there is no visible fidgeting or self-soothing behavior, indicating a controlled but alert state."
9txq,Speaking,11,3.0,0,0.95,"The individual displays a slight smile and relaxed facial features, suggesting low stress. However, there is a subtle tension in the jaw and slight narrowing of the eyes, which are common indicators of mild stress. The overall body language appears neutral, with no signs of fidgeting or self-soothing behaviors."
9txq,Speaking,8,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a slightly furrowed brow and a subtle, tense facial expression. Their eyes show a slight downward gaze and minimal blinking, suggesting a focused but anxious state. The overall body posture appears relatively upright but with a subtle tension in the jaw, consistent with mild stress."
9txq,Speaking,3,6.0,1,0.95,"The individual exhibits a moderate level of stress, indicated by a furrowed brow, slightly pressed lips, and a subtle frown. Their eyes are directed downward and their posture is slightly tense, suggesting internal focus or discomfort. The facial expression and slight head tilt are consistent with stress-related cognitive load or anxiety."
9txq,Speaking,2,4.0,0,0.95,"The individual exhibits a moderate level of stress, indicated by subtle facial tension and a slight downward gaze. Their mouth is slightly parted and their eyes are narrowed, suggesting concentration or mild anxiety. The overall posture is relaxed, but the facial cues are consistent with moderate stress rather than acute distress."
9txq,Speaking,0,4.0,0,0.95,"The individual displays a subtle smile with relaxed facial muscles, indicating a moderate level of positive emotion. Their eyes are directed forward with minimal blinking, and their posture is upright, suggesting a calm state. The only notable behavioral cue is a slight head tilt, which may be a sign of engagement rather than stress. Overall, the expression and body language are consistent with low to moderate stress."
9txq,Speaking,10,3.0,0,0.95,"The individual displays a subtle, consistent smile with relaxed facial features, indicating low stress. However, there is a slight forward tilt of the head and a relaxed posture, which suggests a neutral state. The lack of significant facial tension or rapid eye movements points to low to moderate stress, but the slight change in facial expression during the sequence may indicate a minor emotional shift."
9txq,Speaking,1,4.0,0,0.95,"The individual displays a moderate level of stress, indicated by a slight furrowed brow and a relaxed but slightly tense facial expression. Their gaze shifts downward and they appear to be engaged in a focused, possibly anxious, task, which is consistent with moderate stress. The lack of extreme facial tension or rapid eye movements suggests the stress is not acute."
9txq,Speaking,9,4.0,0,0.95,"The individual exhibits moderate stress through subtle facial cues, including a slightly tense jaw and a downward gaze. Their eyes are directed away from the camera, suggesting avoidance, and their mouth is slightly parted, indicating potential tension. These behaviors are consistent with a moderate level of stress response."
9txq,Speaking,6,6.0,1,0.95,"The individual displays a moderate level of stress through subtle but consistent facial cues, including a slight furrow of the brow and a tense jaw. Their gaze is directed downward and their lips are slightly parted, indicating discomfort or concentration. These are typical signs of psychological stress in an unstructured task environment."
9txq,Speaking,7,6.0,1,0.95,"The individual displays moderate stress through subtle facial cues such as slightly furrowed brows and a neutral, slightly tense mouth. Their eyes are mostly directed downward, and their posture appears relaxed but attentive, with minimal fidgeting. The overall expression suggests engagement with a task, but the combination of facial tension and slight downward gaze indicates a moderate level of psychological stress."
9txq,Counting1,5,5.0,1,0.95,"The individual exhibits a slight smile with relaxed lips and a neutral gaze, suggesting low stress. However, subtle signs such as slight head tilting and minor facial muscle tension are present, indicating moderate stress. The lack of visible fidgeting or self-soothing behaviors further supports a moderate level of stress, with the overall facial expression being more relaxed than anxious but not calm."
9txq,Counting1,4,4.0,0,0.95,"The individual displays a moderate level of stress through subtle facial cues, including a slight smile that may indicate a mix of discomfort and effort, and a relaxed but slightly tense posture. The eyes are directed away from the camera, suggesting distraction or anxiety, and there is minimal fidgeting, indicating a controlled but tense state."
9txq,Counting1,11,4.0,0,0.95,"The individual exhibits a moderate level of stress, indicated by subtle facial tension and slight eye movement. The consistent gaze direction and lack of extreme physical gestures suggest a calm, focused state, but the slight tension in the facial muscles and the neutral expression with a hint of concentration point to an intermediate stress level."
9txq,Counting1,8,5.0,1,0.95,"The individual displays a subtle but noticeable stress response, indicated by a slight furrowed brow and a relaxed but tense facial expression. Their eyes are directed away from the camera, suggesting avoidance or distraction, which is a common behavioral sign of stress. The overall body language is neutral, but the micro-expressions and eye movements are consistent with mild anxiety or concentration."
9txq,Counting1,3,5.0,1,0.95,"The individual displays a slight furrowed brow and relaxed facial muscles, suggesting mild stress. Their eyes are directed away from the camera and slightly narrowed, indicating distraction or anxiety. The subtle facial tension and lack of eye contact are consistent with moderate stress, while their posture remains upright and stable, ruling out extreme distress."
9txq,Counting1,2,3.0,0,0.95,"The individual displays a slight smile and relaxed facial features, but there is a subtle tension in the jaw and a slight furrow on the brow, which are indicators of mild stress. The gaze is directed slightly upward and to the side, suggesting distraction or anxiety, which is consistent with moderate stress levels."
9txq,Counting1,0,6.0,1,0.95,"The individual displays a moderate level of stress, indicated by a subtle smile that suggests internal tension, and a slight upward gaze that may reflect anxiety or anticipation. The facial muscles appear relaxed but not fully at ease, and there is a hint of tension in the jaw and neck area, consistent with moderate stress."
9txq,Counting1,10,3.0,0,0.95,"The individual displays a slight smile and relaxed facial expression, but their gaze is directed away from the camera, suggesting a lack of engagement. The subtle, relaxed posture and minimal movement indicate low stress, but the slight deviation from direct eye contact may suggest mild anxiety or distraction, which is consistent with a moderate stress level."
9txq,Counting1,1,3.0,0,0.95,"The individual exhibits a slight smile with relaxed facial features, suggesting low stress. However, their eyes are directed upward and their gaze appears to be slightly distant, which may indicate mild cognitive engagement or distraction. There is no visible sign of tension, such as furrowed brows or rigid posture, indicating that their stress level is moderate and not high."
9txq,Counting1,9,3.0,0,0.95,"The individual displays a slight smile and relaxed facial features, but their gaze is directed away from the camera, suggesting a lack of engagement. The subtle, almost imperceptible tension in their jaw and the slight movement of their lips indicate mild stress, which is consistent with a low to moderate level of stress."
9txq,Counting1,6,4.0,0,0.95,"The individual displays subtle signs of stress, including a slight furrow of the brow and a relaxed but slightly tense facial expression. Their gaze is directed downward and they appear to be engaged in a quiet, focused activity, which is consistent with moderate stress. The lack of rapid eye movements or other overt signs of anxiety suggests the stress is internal and not acute, but the overall demeanor indicates a moderate level of tension."
9txq,Counting1,7,6.0,1,0.95,"The individual displays moderate stress through a combination of facial cues: their eyes are wide and they are looking away from the camera, which is a sign of anxiety. Their mouth is slightly open and their brow is slightly furrowed, indicating concentration or tension. The overall posture is upright but with subtle signs of stress, such as the slight tension in the jaw and the way their head is tilted slightly, which is often associated with stress or unease."
9txq,Relax,23,7.0,1,0.95,"The individual exhibits a high stress level based on visible facial cues, including a furrowed brow, pressed lips, and a slightly tense jaw. These features are consistent with the behavioral indicators of stress, and the lack of eye movement or fidgeting suggests a state of heightened alertness and anxiety."
9txq,Relax,25,6.0,1,0.95,"The individual displays a neutral to slightly tense facial expression with a furrowed brow and a neutral mouth, indicating stress. Their gaze is fixed and there is no eye contact, suggesting a lack of engagement. The body posture is upright but shows no clear signs of fidgeting or self-soothing behaviors, placing the stress level at 6 based on the facial and behavioral cues."
9txq,Relax,14,6.0,1,0.95,"The individual displays a significant increase in facial tension, with furrowed brows and a tight mouth, which are strong indicators of stress. Their gaze is fixed and slightly downward, suggesting internal focus or anxiety, and their posture remains relatively rigid, consistent with heightened arousal. These cues, combined with the lack of any visible fidgeting or self-soothing behaviors, point to a moderate to high stress level."
9txq,Relax,13,6.0,1,0.95,"The individual exhibits a subtle but consistent expression of stress, characterized by a neutral to slightly downturned facial expression, slight furrowing of the brow, and a tense jawline. Their gaze is directed forward with minimal eye movement, suggesting a state of concentration or mild anxiety. The posture remains upright but shows no signs of relaxation, and there is no visible fidgeting or self-soothing behavior, which further supports the assessment of moderate stress."
9txq,Relax,16,4.0,0,0.95,"The individual displays a subtle, consistent facial expression with slightly furrowed brows and a neutral mouth, indicating mild stress. Their gaze is fixed and there is no significant eye movement, and their posture is upright but not rigid. These cues suggest moderate psychological arousal, consistent with a task requiring concentration, without overt signs of distress or anxiety."
9txq,Relax,5,5.0,1,0.95,"The individual exhibits a subtle but consistent expression of mild stress, characterized by a neutral to slightly downturned mouth and a lack of eye contact, which suggests cognitive load. The facial features remain relatively still, but the slight tension in the jaw and the subtle brow line indicate an underlying stress response. This is reinforced by the absence of any overt fidgeting or self-soothing behaviors, which would typically suggest higher anxiety."
9txq,Relax,4,3.0,0,0.95,"The individual exhibits a subtle, consistent expression of mild stress, indicated by a slight furrow of the brow and a neutral but slightly downturned mouth. There is no significant eye movement or body language suggesting high arousal, but the overall posture and facial expression suggest a low level of relaxation, consistent with moderate stress. The confidence is high due to the clear and consistent behavioral cues across the sequence."
9txq,Relax,11,6.0,1,0.95,"The individual displays a moderate level of stress through subtle facial cues, including a slightly furrowed brow and a neutral, tense expression. Their gaze is directed forward, with no signs of rapid blinking or wide eyes, suggesting a focused but anxious state. The posture appears upright but slightly rigid, with no visible fidgeting, indicating restrained tension rather than relaxation or agitation."
9txq,Relax,15,4.0,0,0.95,"The individual displays a subtle, consistent facial expression with slightly furrowed brows and a neutral, closed-mouth expression, suggesting mild stress. There is no significant eye movement or body language indicative of high stress, but the facial cues are consistent with moderate arousal, aligning with a stress level of 4 out of 10."
9txq,Relax,8,6.0,1,0.95,"The individual displays a neutral expression with slightly furrowed brows and a tense jaw, indicating mild stress. Their gaze is fixed and unblinking, suggesting a lack of relaxation. There is no visible fidgeting or self-soothing behavior, but the overall posture and facial tension suggest an elevated stress level."
9txq,Relax,22,6.0,1,0.95,"The individual displays a consistent, tense facial expression with slightly furrowed brows and a neutral, unrelaxed mouth. Their eyes are directed forward with minimal blinking, and their posture appears rigid, suggesting internal stress. The lack of movement or fidgeting further indicates a state of heightened alertness and anxiety."
9txq,Relax,3,3.0,0,0.95,"The individual displays a subtle, consistent smile with relaxed facial muscles, indicating low stress. However, there is a slight downward gaze and minimal eye movement, which may suggest mild concentration or a neutral emotional state. The overall posture appears relaxed, but the lack of overt tension suggests a moderate level of stress, rather than high anxiety or fear."
9txq,Relax,19,6.0,1,0.95,"The individual exhibits a neutral to slightly tense facial expression with a closed mouth and slight brow tension, indicative of stress. Their eyes are directed forward, showing no signs of rapid blinking or wide-eyed surprise, but their posture appears slightly rigid, suggesting internal tension. These cues, combined with the lack of fidgeting or self-soothing behaviors, point to moderate stress."
9txq,Relax,21,6.0,1,0.95,"The individual exhibits a neutral expression with slightly furrowed brows and a downturned mouth, indicating mild stress. Their gaze is fixed and unchanging, and their posture is upright but slightly tense, suggesting internal tension rather than relaxation. There is no visible fidgeting or self-soothing behavior, and the lack of rapid eye movements or flaring nostrils further supports a moderate level of stress."
9txq,Relax,20,6.0,1,0.95,"The individual displays a moderate level of stress, indicated by a slightly tense facial expression, a neutral but focused gaze, and subtle muscle tension in the jaw. The overall posture is upright but with minimal movement, suggesting a state of alertness rather than relaxation or anxiety."
9txq,Relax,2,5.0,1,0.95,"The individual displays a subtle smile and a relaxed posture, indicating low stress. However, their eyes are directed downward and their facial expression is neutral, suggesting they are not experiencing high stress. The lack of visible signs like furrowed brows or rapid blinking further supports a moderate stress level."
9txq,Relax,24,7.0,1,0.95,"The individual exhibits a high stress level through a combination of facial cues, including a furrowed brow and pressed lips, which are indicative of anxiety. Their gaze is fixed and unblinking, suggesting mental strain, and their posture is rigid, contributing to the overall impression of stress."
9txq,Relax,0,6.0,1,0.95,"The individual displays a moderate level of stress through subtle but consistent facial cues, including a slight furrow of the brow and a downturned mouth. These features are indicative of cognitive load and emotional tension. The lack of significant eye movement or body language fidgeting suggests a controlled but tense state, consistent with moderate stress."
9txq,Relax,10,6.0,1,0.95,"The individual exhibits a moderate level of stress through subtle but consistent facial cues, including a slightly furrowed brow and a neutral-to-slightly downturned mouth. Their gaze remains fixed on the camera, with minimal eye movement, suggesting a lack of relaxation or engagement. The posture is upright but not tense, and there is no visible fidgeting or self-soothing behavior. The combination of these cues indicates a high level of cognitive load or emotional tension, consistent with a stress level of 6."
9txq,Relax,1,4.0,0,0.95,"The individual exhibits a moderate level of stress through subtle facial cues, including a slightly furrowed brow and a neutral but tense facial expression. Their gaze is directed forward but shows no signs of rapid blinking or wide eyes, suggesting a calm but focused state. The posture appears upright and relaxed, with no visible fidgeting or self-soothing behaviors. The combination of these cues indicates a moderate level of stress, likely due to concentration or mild anxiety, rather than an acute or severe emotional state."
9txq,Relax,28,5.0,1,0.95,"The individual exhibits a consistent expression of concern and mild anxiety, with a neutral-to-slightly furrowed brow and a downturned mouth. Their gaze is fixed and unresponsive, indicating cognitive load and potential stress. The lack of eye contact and subtle facial tension suggest an internal state of distress, supported by the static, unchanging posture and minimal movement, which are typical of heightened stress responses."
9txq,Relax,9,5.0,1,0.95,"The individual exhibits a subtle but consistent expression of tension, with a slightly furrowed brow and a neutral-to-pressed facial expression. The gaze remains steady and focused, with no signs of rapid blinking or wide eyes, which are typically associated with heightened arousal. The posture appears relatively rigid, and there is no visible fidgeting, but the combination of these cues suggests a moderate level of stress. The facial expression is not aggressive or fearful, but rather a state of mental engagement or mild anxiety."
9txq,Relax,6,4.0,0,0.95,"The individual displays a subtle, restrained stress response. Their facial expression is neutral, with slightly furrowed brows and a neutral mouth, indicating low to moderate stress. Their eyes are fixed on the camera with minimal movement, suggesting a lack of distraction. The posture is upright but not tense, and there is no visible fidgeting or self-soothing behavior. The overall impression is one of controlled attention, not overt distress, placing the stress level at 4 out of 10."
